0,0.0
1,0.01
2,0.02
4,0.03
5,0.04
7,0.05
12,0.06
14,0.07
15,0.08
16,0.09
18,0.1
19,0.11
21,0.12
24,0.13
26,0.14
28,0.15
30,0.16
33,0.17
34,0.18
36,0.19
37,0.2
38,0.21
39,0.22
41,0.23
42,0.24
45,0.25
46,0.26
47,0.27
51,0.28
52,0.29
53,0.3
54,0.31
55,0.32
56,0.33
57,0.34
59,0.35
61,0.36
64,0.37
67,0.38
68,0.39
69,0.4
71,0.41
72,0.42
75,0.43
76,0.44
77,0.45
82,0.46
83,0.47
84,0.48
85,0.49
86,0.5
87,0.51
88,0.52
92,0.53
99,0.54
100,0.55
101,0.56
103,0.57
110,0.58
111,0.59
112,0.6
114,0.61
118,0.62
119,0.63
120,0.64
126,0.65
127,0.66
128,0.67
129,0.68
137,0.69
140,0.7
142,0.71
147,0.72
148,0.73
150,0.74
151,0.75
152,0.76
154,0.77
155,0.78
156,0.79
159,0.8
161,0.81
163,0.82
164,0.83
165,0.84
166,0.85
169,0.86
170,0.87
175,0.88
176,0.89
177,0.9
179,0.91
180,0.92
182,0.93
184,0.94
189,0.95
190,0.96
195,0.97
197,0.98
198,0.99
199,1.0
200,1.01
202,1.02
206,1.03
212,1.04
213,1.05
216,1.06
218,1.07
219,1.08
221,1.09
223,1.1
225,1.11
230,1.12
231,1.13
232,1.14
233,1.15
235,1.16
236,1.17
238,1.18
239,1.19
240,1.2
243,1.21
244,1.22
245,1.23
247,1.24
249,1.25
250,1.26
256,1.27
257,1.28
259,1.29
263,1.3
265,1.31
266,1.32
269,1.33
270,1.34
272,1.35
274,1.36
276,1.37
279,1.38
281,1.39
282,1.4
283,1.41
285,1.42
286,1.43
288,1.44
290,1.45
294,1.46
295,1.47
296,1.48
297,1.49
298,1.5
300,1.51
302,1.52
303,1.53
304,1.54
307,1.55
315,1.56
316,1.57
318,1.58
319,1.59
320,1.6
321,1.61
322,1.62
324,1.63
326,1.64
328,1.65
331,1.66
332,1.67
335,1.68
336,1.69
337,1.7
338,1.71
339,1.72
341,1.73
342,1.74
344,1.75
345,1.76
346,1.77
347,1.78
348,1.79
350,1.8
352,1.81
353,1.82
356,1.83
357,1.84
360,1.85
367,1.86
368,1.87
369,1.88
370,1.89
376,1.9
382,1.91
383,1.92
384,1.93
385,1.94
387,1.95
389,1.96
390,1.97
393,1.98
395,1.99
398,2.0
399,2.01
400,2.02
406,2.03
407,2.04
408,2.05
412,2.06
415,2.07
416,2.08
417,2.09
421,2.1
422,2.11
424,2.12
426,2.13
427,2.14
428,2.15
433,2.16
434,2.17
437,2.18
438,2.19
441,2.2
442,2.21
443,2.22
447,2.23
448,2.24
454,2.25
456,2.26
459,2.27
463,2.28
464,2.29
465,2.3
466,2.31
467,2.32
471,2.33
474,2.34
475,2.35
476,2.36
477,2.37
478,2.38
480,2.39
483,2.4
484,2.41
491,2.42
492,2.43
494,2.44
495,2.45
496,2.46
497,2.47
498,2.48
504,2.49
505,2.5
506,2.51
508,2.52
509,2.53
510,2.54
511,2.55
513,2.56
514,2.57
515,2.58
516,2.59
517,2.6
518,2.61
521,2.62
522,2.63
523,2.64
530,2.65
531,2.66
533,2.67
534,2.68
535,2.69
537,2.7
538,2.71
539,2.72
541,2.73
542,2.74
545,2.75
546,2.76
549,2.77
550,2.78
551,2.79
552,2.8
553,2.81
555,2.82
556,2.83
557,2.84
561,2.85
568,2.86
569,2.87
570,2.88
573,2.89
578,2.9
581,2.91
582,2.92
585,2.93
587,2.94
588,2.95
589,2.96
592,2.97
593,2.98
594,2.99
598,3.0
606,3.01
608,3.02
610,3.03
617,3.04
618,3.05
619,3.06
620,3.07
622,3.08
626,3.09
628,3.1
629,3.11
630,3.12
633,3.13
638,3.14
640,3.15
642,3.16
643,3.17
644,3.18
645,3.19
646,3.2
647,3.21
648,3.22
649,3.23
650,3.24
652,3.25
655,3.26
658,3.27
662,3.28
665,3.29
668,3.3
670,3.31
671,3.32
677,3.33
678,3.34
682,3.35
685,3.36
686,3.37
688,3.38
689,3.39
690,3.4
691,3.41
693,3.42
694,3.43
700,3.44
701,3.45
702,3.46
703,3.47
705,3.48
706,3.49
709,3.5
712,3.51
716,3.52
717,3.53
719,3.54
720,3.55
721,3.56
723,3.57
728,3.58
729,3.59
730,3.6
732,3.61
735,3.62
736,3.63
737,3.64
738,3.65
741,3.66
743,3.67
746,3.68
751,3.69
752,3.7
753,3.71
754,3.72
755,3.73
756,3.74
757,3.75
758,3.76
759,3.77
761,3.78
766,3.79
769,3.8
770,3.81
772,3.82
774,3.83
775,3.84
777,3.85
780,3.86
781,3.87
784,3.88
785,3.89
787,3.9
788,3.91
789,3.92
790,3.93
791,3.94
792,3.95
793,3.96
794,3.97
795,3.98
797,3.99
798,4.0
802,4.01
803,4.02
804,4.03
806,4.04
809,4.05
810,4.06
811,4.07
812,4.08
814,4.09
817,4.1
821,4.11
823,4.12
824,4.13
826,4.14
828,4.15
829,4.16
832,4.17
833,4.18
834,4.19
835,4.2
836,4.21
840,4.22
841,4.23
843,4.24
844,4.25
846,4.26
849,4.27
850,4.28
851,4.29
852,4.3
853,4.31
854,4.32
855,4.33
857,4.34
858,4.35
860,4.36
861,4.37
864,4.38
865,4.39
866,4.4
867,4.41
870,4.42
871,4.43
872,4.44
874,4.45
878,4.46
879,4.47
881,4.48
883,4.49
884,4.5
885,4.51
886,4.52
887,4.53
888,4.54
889,4.55
890,4.56
891,4.57
892,4.58
897,4.59
898,4.6
899,4.61
900,4.62
901,4.63
902,4.64
906,4.65
909,4.66
910,4.67
915,4.68
917,4.69
924,4.7
925,4.71
927,4.72
928,4.73
934,4.74
938,4.75
940,4.76
950,4.77
951,4.78
956,4.79
958,4.8
960,4.81
961,4.82
962,4.83
967,4.84
968,4.85
971,4.86
973,4.87
976,4.88
981,4.89
982,4.9
987,4.91
988,4.92
990,4.93
991,4.94
992,4.95
